,id,Date Created,Tweet,location,type_incident,Tweet_sentiment
0,1556011346768052224,2022-08-06 20:16:29,"All hands transmitted, fire in a private dwelling.",Bronx | 687 E 224th St.,fires,0
667,1578244229834444800,2022-10-07 04:42:01,"All hands transmitted, fire in a store.",Queens | 45-11 Broadway,fires,0
668,1578191047137558528,2022-10-07 01:10:41,"Confirmed assault w/ a knife in transit at 176th St station, aided is likely.",Bronx | W 176th St and Jerome Ave,crime,3
669,1582521703263244288,2022-10-18 23:59:10,Confirmed shots fired at the location.,Brooklyn | 495 Rutland Rd,crime,3
670,1582490221819547648,2022-10-18 21:54:04,Confirmed gunpoint robbery. Two m/b suspects wearing all black fled e… https://t.co/G4PjspOY2j,Brooklyn | Atlantic Ave and Pennsylvania Ave,robbery,1
671,1582489985206263808,2022-10-18 21:53:08,"Confirmed commercial robbery at gunpoint. S-1 is a m/b wearing a gray hoodie, black… https://t.co/hpDdaxchoX",Brooklyn | 825 Van Siclen Ave,fires,0
672,1582483990333706240,2022-10-18 21:29:19,PD o/s of a possible abduction. Suspect fled in a gray Nissan Altima w/ Connecticut license plate RCW5067.,Brooklyn | 92 Stryker St,crime,3
673,1582475198481453056,2022-10-18 20:54:22,Confirmed shots fired. Suspect fled n/b on E 45th St in a black Chevrolet w/ a gold emblem.,Brooklyn | 1468 E 45th St,crime,3
674,1582472211666898945,2022-10-18 20:42:30,"All hands transmitted, fire in a multiple dwelling.",Brooklyn | 1154 Gates Ave,fires,0
675,1582471653405122567,2022-10-18 20:40:17,"All hands transmitted, fire on the 2nd floor.",Brooklyn | 657 Knickerbocker Ave,fires,0
676,1582471505832730638,2022-10-18 20:39:42,"2nd alarm transmitted, fire in a multiple dwelling.",Manhattan | 220 Audubon Ave,fires,0
677,1582465407096610824,2022-10-18 20:15:28,"All hands transmitted, fire in a multiple dwelling.",Manhattan | 220 Audubon Ave,fires,0
678,1582461378958602240,2022-10-18 19:59:28,"Confirmed bank robbery. Suspect is a light-skinned male w/ a beard, 6’0” tall, wearing a… https://t.co/xSu3oBryS5",Manhattan | 3798 Broadway,fires,0
679,1584654956887515138,2022-10-24 21:15:57,"Confirmed knifepoint robbery. Suspect is a m/b with dreads, 5’5” tall w/ a slim build, w… https://t.co/YqdXS8w4nS",Manhattan | 2039 Broadway,fires,0
680,1584653968201994257,2022-10-24 21:12:02,"Confirmed person struck by the train, requesting power off.",Manhattan | 59th St-Columbus Circle station 1 line,accident,2
681,1584638936521052162,2022-10-24 20:12:18,"All hands transmitted, fire in a private dwelling.",Queens | 85-85 87th St,fires,0
682,1584613803341320223,2022-10-24 18:32:26,"Confirmed person shot. Suspect is a m/b wearing a red and black hoodie, fled… https://t.co/UpeB738NrJ",Brooklyn | Brooklyn Ave and Fulton St,crime,3
683,1584558934819414016,2022-10-24 14:54:24,"All hands transmitted, fire in a private dwelling.",Brooklyn | 605 Glenmore Ave,fires,0
684,1584558815021867009,2022-10-24 14:53:55,"All hands transmitted, fire in a commercial.",Queens | 130-29 91st Ave,fires,0
685,1584525045506138113,2022-10-24 12:39:44,"All hands transmitted, fire in a multiple dwelling.",Bronx | 1268 Stratford Ave,fires,0
686,1584409406548369409,2022-10-24 05:00:14,"Confirmed gunpoint robbery, three firearms displayed. Four male suspects fled i… https://t.co/JLsB5MXXWk",Manhattan | W 202nd St and 9th Ave,robbery,1
687,1584357377536536577,2022-10-24 01:33:29,"Confirmed commercial robbery. Two m/b suspects fled e/b on W 59th St in a white four-door sedan, possible Honda.",Manhattan | 1426 6th Ave,robbery,1
688,1584344270559117316,2022-10-24 00:41:24,"All hands transmitted, fire on the 2nd floor.",Queens | 41-15 50th Ave,fires,0
689,1584317039673430016,2022-10-23 22:53:12,"Pedestrian struck, aided is DOA. Highway CIS requested for the confirmed job.",Brooklyn | Eastern Pkwy and Schenectady Ave,accident,2
690,1584315307342331904,2022-10-23 22:46:19,Confirmed shots fired. Suspect fled in an older-model gold Toyota Highlander w/ possible New Jersey license plate.,Brooklyn | 727 E 46th St,crime,3
691,1584310998625722369,2022-10-23 22:29:11,Confirmed vehicle taken at gunpoint. Vehicle is a silver Infiniti w/ Georgia tempora… https://t.co/Fbzzh23un4,Queens | 41st Ave and 10th St,fires,0
692,1584287326238216192,2022-10-23 20:55:07,Confirmed knifepoint robbery. Suspects fled n/b on 6th Ave on a black scooter. S-1… https://t.co/ItmzLZejsy,Brooklyn | 53rd St and 6th Ave,fires,0
693,1584286738096459776,2022-10-23 20:52:47,"Confirmed person stabbed in transit, aided not likely.",Manhattan | 191st St station 1 line,crime,3
694,1584265253982212096,2022-10-23 19:27:25,"Confirmed male shot in the leg, aided not likely.",Bronx | 2109 Southern Blvd,crime,3
695,1584196895421132800,2022-10-23 14:55:47,"2nd alarm transmitted, fire in a multiple dwelling.",Bronx | 1316 Morris Ave,fires,0
696,1584195432963395584,2022-10-23 14:49:58,"All hands transmitted, fire in a multiple dwelling.",Bronx | 1316 Morris Ave,fires,0
697,1584025997044654080,2022-10-23 03:36:42,"All hands transmitted, fire in a mixed occupancy.",Staten Island | 104 McClean Ave,fires,0
698,1584022972808847361,2022-10-23 03:24:41,"Confirmed assault w/ a knife, aided w/ a laceration to the neck and is not likely at… https://t.co/oFmiYdlO4M",Manhattan | 527 Amsterdam Ave,crime,3
699,1584000548776574976,2022-10-23 01:55:34,"All hands transmitted, fire in a private dwelling.",Queens | 135-09 116th St,fires,0
700,1583997613690322945,2022-10-23 01:43:55,Confirmed male stabbed. Two suspects fled in a white Subaru w/ NY plate HPK8567.,Manhattan | Opposite 460 W 42nd St,crime,3
701,1583987743054757888,2022-10-23 01:04:41,"Confirmed 13 y/o male stabbed, aided not likely. Suspects in custody.",Bronx | Castle Hill Ave and Westchester Ave,crime,3
702,1583983286325764097,2022-10-23 00:46:59,"All hands transmitted, fire on the 2nd floor.",Manhattan | 35 Christopher St,fires,0
703,1583980378603212800,2022-10-23 00:35:25,"2nd alarm transmitted, fire in a private dwelling.",Bronx | 151 Prentiss Ave,fires,0
704,1583972243427627008,2022-10-23 00:03:06,"Pedestrian struck in hit-and-run, aided DOA at the hospital. Highway CIS requested for the confirmed job.",Brooklyn | 59th St and 4th Ave,accident,2
705,1583971714085494784,2022-10-23 00:01:00,"All hands transmitted, fire in a private dwelling.",Bronx | 151 Prentiss Ave,fires,0
706,1583967776934227968,2022-10-22 23:45:21,"Confirmed robbery of a moped. Two m/b suspects, 5’8” tall, both wearing dark clo… https://t.co/5hs43B9zef",Manhattan | E 97th St and East Dr,robbery,1
707,1583944574350737408,2022-10-22 22:13:09,"All hands transmitted, fire in apt 8F.",Manhattan | 98 Riverside Dr,fires,0
708,1583936843153752066,2022-10-22 21:42:26,"All hands transmitted, fire in a store.",Staten Island | 172 Port Richmond Ave,fires,0
709,1583936693576482818,2022-10-22 21:41:50,"All hands transmitted, fire in a multiple dwelling.",Manhattan | 47 Arden St,fires,0
710,1583902217119371265,2022-10-22 19:24:50,"All hands transmitted, fire in a commercial.",Manhattan | 529 Hudson St,fires,0
711,1583899646510125057,2022-10-22 19:14:37,"Confirmed gunpoint robbery. Suspect is a m/b, 5’1” tall, wearing a red Polo, mult… https://t.co/r6ePQ6rPlW",Queens | 217th Ln and Hollis Ave,fires,0
712,1583898346078420994,2022-10-22 19:09:27,"Confirmed shots fired. Suspect is a m/b in his late teens, 5’6”-5’8” tall, wearing a black jacket, black bookbag.",Queens | 109-17 205th Pl,crime,3
713,1583888213944721409,2022-10-22 18:29:12,"All hands transmitted, fire in a private dwelling.",Brooklyn | 560 Jerome St,fires,0
714,1583851149660426241,2022-10-22 16:01:55,"All hands transmitted, fire in a private dwelling.",Brooklyn | 3027 Brighton 2nd St,fires,0
715,1583840075464728578,2022-10-22 15:17:54,"All hands transmitted, fire in a multiple dwelling.",Bronx | 1847 University Ave,fires,0
716,1583824118214201346,2022-10-22 14:14:30,"Confirmed escaped prisoner. Suspect is a m/b, 6’0” tall, 200 lbs, wearing a yellow hoodie… https://t.co/SxnCJmQYB2",Brooklyn | 375 Blake Ave,fires,0
717,1583673292069556224,2022-10-22 04:15:10,PD o/s of a pedestrian struck w/ serious injuries.,Bronx | White Plains Rd and E Gun Hill Rd,accident,2
718,1583667933473304578,2022-10-22 03:53:53,Confirmed shots fired. Two m/b suspects wearing black masks. S-1 is wearing a blue bubb… https://t.co/ETeGb27jgq,Brooklyn | 373 Stockton St,crime,3
719,1583667100358299648,2022-10-22 03:50:34,Confirmed shots fired at the location.,Queens | 114-02 Rockaway Blvd,crime,3
720,1583665752883998720,2022-10-22 03:45:13,"All hands transmitted, fire in the basement.",Queens | 50-15 Skillman Ave,fires,0
721,1583657230452240385,2022-10-22 03:11:21,Confirmed person shot at the location.,Manhattan | 136 1st Ave,crime,3
722,1583638791134158848,2022-10-22 01:58:05,"All hands transmitted, fire on the 21st floor.",Manhattan | 545 8th Ave,fires,0
723,1583626902350180352,2022-10-22 01:10:50,"All hands transmitted, fire in the compactor.",Brooklyn | 40 Glenmore Ave,fires,0
724,1583614989449170944,2022-10-22 00:23:30,"All hands transmitted, fire in a multiple dwelling.",Manhattan | 1370 St Nicholas Ave,fires,0
725,1583600856641196037,2022-10-21 23:27:20,"All hands transmitted, fire in a multiple dwelling.",Brooklyn | 3415 Neptune Ave,fires,0
726,1583571950462377984,2022-10-21 21:32:28,Confirmed shots fired. Suspect fled in a gray Toyota Camry.,Queens | 36th Ave and Crescent St,crime,3
727,1583568175563935744,2022-10-21 21:17:28,Confirmed shots fired at the location.,Bronx | 1560 E 174th St,crime,3
728,1583537561237979137,2022-10-21 19:15:49,"Confirmed assault in transit, person pushed onto the tracks. Suspect is a m/… https://t.co/CbBZSVkoY6",Brooklyn | Myrtle-Wyckoff Avs station,crime,3
729,1583497722056671245,2022-10-21 16:37:31,"All hands transmitted, fire in a private dwelling.",Bronx | 1851 O’Brien Ave,fires,0
730,1583494783527710720,2022-10-21 16:25:50,"Scooterist struck by a tractor-trailer, aided w/ serious injuries. Highw… https://t.co/n0qgb2qLXD",Brooklyn | Lincoln Pl and Schenectady Ave,accident,2
731,1583467576465666048,2022-10-21 14:37:44,PD o/s of a pedestrian struck w/ serious injuries.,Bronx | 2910 Grand Concourse,accident,2
732,1583461904940691456,2022-10-21 14:15:12,"All hands transmitted, fire in a multiple dwelling.",Manhattan | 79 E 125th St,fires,0
733,1583457274479411201,2022-10-21 13:56:48,"All hands transmitted, fire in a multiple dwelling.",Queens | 24-40 86th St,fires,0
734,1583287563065839616,2022-10-21 02:42:25,"Confirmed gunpoint robbery. Suspect is a m/h in his 20s, wearing a black helmet, face mask,… https://t.co/4gmm6wSFZv",Brooklyn | 736 54th St,fires,0
735,1583269250684588033,2022-10-21 01:29:39,"Confirmed gunpoint robbery. Two m/b suspects in their early 20s, approx. 6’0” tall, w… https://t.co/DyQNp3ErW9",Bronx | 2516 White Plains Rd,robbery,1
736,1583231324521136128,2022-10-20 22:58:57,"All hands transmitted, fire in a commercial.",Queens | 39-29 47th Ave,fires,0
737,1583220559735058433,2022-10-20 22:16:10,"Confirmed bank robbery. Suspect is a light-skinned male w/ a beard, medium build… https://t.co/bZHSdehVVl",Manhattan | E 57th St and 3rd Ave,fires,0
738,1583207679346241536,2022-10-20 21:24:59,"All hands transmitted, fire in a multiple dwelling.",Brooklyn | 9437 Shore Rd,fires,0
739,1585379982267846657,2022-10-26 21:16:57,Scooterist involved in a collision w/ serious injuries. Highway CIS requested for the confirmed job.,Queens | 123-01 Roosevelt Ave,fires,0
740,1585360701937356812,2022-10-26 20:00:20,"Confirmed male shot, aided not likely.",Manhattan | W 162nd St and Amsterdam Ave,crime,3
741,1585326526702051328,2022-10-26 17:44:32,"Confirmed male stabbed in the stomach, aided not likely.",Queens | 181-25 Hillside Ave,crime,3
742,1585283748559560704,2022-10-26 14:54:33,"Confirmed person stabbed. Suspect is a m/b in his mid-20s w/ a long beard,… https://t.co/5jcPqmXf2d",Brooklyn | Central Ave and Bleecker St,crime,3
743,1585272081209561089,2022-10-26 14:08:11,"Confirmed jumper down, aided is likely.",Queens | 133-51 39th Ave,accident,2
744,1585090014224039941,2022-10-26 02:04:43,Confirmed knifepoint robbery. Two m/h suspects wearing ski masks and all black c… https://t.co/fkFI4mOk2o,Manhattan | E 79th St and East Dr,robbery,1
745,1585086972820967424,2022-10-26 01:52:38,"All hands transmitted, fire in a multiple dwelling.",Bronx | 3080 Hull Ave,fires,0
746,1585069576504676352,2022-10-26 00:43:30,"Confirmed male shot. Suspect is a m/b with dreads, wearing a mask, black hoodie, fled on a blue bike.",Brooklyn | E 56th St and Avenue H,crime,3
747,1585058690150940672,2022-10-26 00:00:15,PD o/s of an attempted abduction. Three male suspects possibly fled in a dark f… https://t.co/K7Xyd3ynqe,Queens | Cypress Ave and George St,crime,3
748,1585016282553917476,2022-10-25 21:11:44,"All hands transmitted, fire in a commercial.",Queens | 37-08 Main St,fires,0
749,1586851828381229056,2022-10-30 22:45:32,PD o/s of a barricaded suspect w/ a firearm.,Brooklyn | 740 Howard Ave,robbery,1
750,1586823457261641729,2022-10-30 20:52:48,"Confirmed male shot, aided not likely at this time.",Queens | 89-31 165th St,crime,3
751,1586782149230809088,2022-10-30 18:08:40,"All hands transmitted, fire in a private dwelling.",Queens | 172-36 93rd Ave,fires,0
752,1586780370586210304,2022-10-30 18:01:35,"Confirmed 3 people shot. Suspect is a m/b in his 20s wearing a black jacket, bl… https://t.co/JIfsZmxEAS",Queens | 91st Ave and Sutphin Blvd,crime,3
753,1586778998348124160,2022-10-30 17:56:08,Confirmed gunpoint robbery. Four m/b suspects wearing masks fled on electric bikes.,Bronx | Bronx Park E And Thwaites Pl,robbery,1
754,1586773181502742534,2022-10-30 17:33:01,"All hands transmitted, fire in the compactor chute.",Queens | 40-13 12th St,fires,0
755,1586763505105092609,2022-10-30 16:54:34,"All hands transmitted, fire in apt 15C.",Manhattan | 1420 Amsterdam Ave,fires,0
756,1586753189860327427,2022-10-30 16:13:35,PD o/s of a motorcycle accident w/ serious injuries.,Queens | Merrick Blvd and 110th Ave,accident,2
757,1586735142512607233,2022-10-30 15:01:52,"Confirmed shots fired. Suspect is a m/b wearing a mask, white hoodie, bubble coat, fled to… https://t.co/J1JjovcEYY",Bronx | 1605 E 174th St,crime,3
758,1586678993985601536,2022-10-30 11:18:45,"2nd alarm transmitted, fire in a private dwelling. Two civilians confirmed DOA, two w/… https://t.co/xb7QYEEiQp",Bronx | 939 Castle Hill Ave,fires,0
759,1586677583843835904,2022-10-30 11:13:09,"Confirmed male shot, aided is likely.",Brooklyn | 1006 Atlantic Ave,crime,3
760,1586517607670317056,2022-10-30 00:37:28,"All hands transmitted, fire in a multiple dwelling.",Bronx | 2238 Morris Ave,fires,0
761,1586515953084497921,2022-10-30 00:30:53,"All hands transmitted, fire in a multiple dwelling.",Queens | 102-00 Shore Front Pkwy,fires,0
762,1586484215549513729,2022-10-29 22:24:47,Confirmed commercial robbery at knifepoint. Five m/b suspects fled e/b on E 77th St… https://t.co/2h0L0HfX2C,Manhattan | 1103 Lexington Ave,robbery,1
763,1586479464455839752,2022-10-29 22:05:54,"Confirmed male stabbed, aided not likely.",Bronx | Barker Ave and Burke Ave,crime,3
764,1586475550662688768,2022-10-29 21:50:21,"2nd alarm transmitted, fire underneath the building below the parking garage on the Amtrak line.",Manhattan | 515 W 42nd St,fires,0
765,1586473881732349952,2022-10-29 21:43:43,"All hands transmitted, fire in a parking garage.",Manhattan | 515 W 42nd St,fires,0
766,1586452335617769474,2022-10-29 20:18:06,"All hands transmitted, fire in a private dwelling.",Queens | 93-28 222nd St,fires,0
767,1586393006978072577,2022-10-29 16:22:21,"Confirmed shots fired. Suspect is a m/b wearing a gray hoodie, fled e/b on E 135th St.",Manhattan | 2201 5th Ave,crime,3
768,1586356438938664960,2022-10-29 13:57:02,"All hands transmitted, fire on the 1st floor.",Manhattan | 129 Sherman Ave,fires,0
769,1586344546748829697,2022-10-29 13:09:47,"Confirmed knifepoint robbery. Suspect is a m/b in his late 30s, 6’2” tall w/ a slim build… https://t.co/3KBIhsCwGN",Manhattan | 28 W 25th St,fires,0
770,1586340000639160320,2022-10-29 12:51:43,"All hands transmitted, fire in a multiple dwelling.",Manhattan | 233 E 21st St,fires,0
771,1586185953013600256,2022-10-29 02:39:35,"Confirmed male shot in the foot, aided not likely.",Manhattan | 2154 3rd Ave,crime,3
772,1586158111328534530,2022-10-29 00:48:57,"Confirmed robbery, shots fired. Two m/h suspects fled e/b on Hampton St in a four-door black vehicle.",Queens | 40-15 Hampton St,crime,3
773,1586136929988378624,2022-10-28 23:24:47,Confirmed gunpoint robbery. Two m/b suspects wearing ski masks fled e/b toward 1st Ave… https://t.co/QspHLclTTr,Manhattan | 31 St Marks Pl,robbery,1
774,1586135599165186048,2022-10-28 23:19:30,"Confirmed robbery, aided w/ a laceration to the arm. Suspect is a m/b in his 30s… https://t.co/yU1H2OXCHY",Manhattan | E 64th St and 3rd Ave,fires,0
775,1586128075699458052,2022-10-28 22:49:36,"All hands transmitted, fire in a private dwelling.",Brooklyn | 16 E 91st St,fires,0
776,1586119439631753216,2022-10-28 22:15:17,Confirmed commercial robbery at gunpoint. Four male suspects wearing masks fled in an ol… https://t.co/AOiWKwGrrw,Manhattan | 23 Orchard St,robbery,1
777,1586081866775420928,2022-10-28 19:45:59,"Confirmed robbery w/ a box cutter. Suspect is a male in his 40s, 5’6” tall, wearing a b… https://t.co/55KIdmGgYR",Manhattan | 278 Park Ave S,fires,0
778,1586075894745112576,2022-10-28 19:22:15,"2nd alarm transmitted, fire in a multiple dwelling.",Bronx | 352 E 141st St,fires,0
779,1589039560054476801,2022-11-05 23:38:48,"All hands transmitted, fire in a private dwelling.",Brooklyn | 299 Montauk Ave,fires,0
780,1589036972609257473,2022-11-05 23:28:31,Confirmed gunpoint robbery. Two m/h suspects fled e/b on W Tremont Ave on a blue moped.,Bronx | 175 W Tremont Ave,robbery,1
781,1589035220254212098,2022-11-05 23:21:34,"Confirmed person shot, aided not likely.",Queens | Parsons Blvd and Archer Ave,crime,3
782,1589015462523846661,2022-11-05 22:03:03,"Confirmed male stabbed in the chest, unknown suspect description.",Manhattan | E 51st St and Lexington Ave,crime,3
783,1589005054484291584,2022-11-05 21:21:41,Confirmed shots fired at the location.,Brooklyn | 763 Schenectady Ave,crime,3
784,1588997936746270723,2022-11-05 20:53:24,Confirmed shots fired. S-1 is a m/b wearing a black Adidas tracksuit w/ white st… https://t.co/EhbfMwiJ0J,Brooklyn | E 92nd St and Avenue L,crime,3
785,1588989265878388737,2022-11-05 20:18:57,"All hands transmitted, fire in a multiple dwelling.",Manhattan | 366 W 46th St,fires,0
786,1588975085876117507,2022-11-05 19:22:36,"All hands transmitted, fire in a private dwelling.",Queens | 88-16 Albert Rd,fires,0
787,1588971462236557313,2022-11-05 19:08:12,"Confirmed shots fired. Suspect is a m/b wearing a black ski mask, blue jacke… https://t.co/Vvnudyl63Y",Brooklyn | Utica Ave and Clarkson Ave,crime,3
788,1588919139887898625,2022-11-05 15:40:18,"3rd alarm transmitted, fire in a multiple dwelling w/ 12 civilians inured, two w/ life-threatening injuries.",Manhattan | 429 E 52nd St,fires,0
789,1588902655593775124,2022-11-05 14:34:48,"2nd alarm transmitted, fire in a multiple dwelling.",Manhattan | 429 E 52nd St,fires,0
790,1588752216625762308,2022-11-05 04:37:00,Confirmed gunpoint robbery. Two m/b suspects fled in a dark blue Nissan sedan.,Queens | Astoria Blvd S and 42nd St,robbery,1
791,1588729821349167106,2022-11-05 03:08:01,Confirmed 2 people shot at the location.,Manhattan | 148 W 143rd St,crime,3
792,1588725330189205507,2022-11-05 02:50:10,"Confirmed commercial robbery at gunpoint. Two m/b suspects. S-1 is wearing a white wig,… https://t.co/CWUADQ33Fy",Brooklyn | 836 DeKalb Ave,robbery,1
793,1588721660793864194,2022-11-05 02:35:35,Confirmed male stabbed. Suspect is a light-skinned f/b possibly wearing a black jumpsuit.,Manhattan | 148 W 51st St,crime,3
794,1588701402624311297,2022-11-05 01:15:05,Confirmed shots fired at the location.,Manhattan | 228 W 63rd St,crime,3
795,1588628243464290306,2022-11-04 20:24:23,"All hands transmitted, fire on the roof of a commercial.",Manhattan | 1003 2nd Ave,fires,0
796,1588606886198255617,2022-11-04 18:59:31,"Confirmed gunpoint robbery. Suspect is a m/b in his 20s, 6’0” tall, wearing a… https://t.co/yXPVN3PAzH",Brooklyn | Utica Ave and Rutland Rd,fires,0
797,1588582394231242753,2022-11-04 17:22:11,"All hands transmitted, fire in a private dwelling.",Bronx | 3422 Grace Ave,fires,0
798,1588545645438275585,2022-11-04 14:56:10,"Confirmed gunpoint robbery. Two m/b suspects, 5’9” tall, 150lbs, both wearing dark clothing.",Queens | 42-15 102nd St,robbery,1
799,1588502838069567490,2022-11-04 12:06:04,"Confirmed robbery. Suspect is a m/w wearing a backpack and all black clothing, fled n/b on Knapp St.",Brooklyn | 2702 Knapp St,fires,0
800,1588379880860925952,2022-11-04 03:57:28,Confirmed attempted commercial robbery at gunpoint. Two male suspects wearing black mask… https://t.co/LvIn5yyhls,Brooklyn | 3144 Fulton St,robbery,1
801,1588376582409830405,2022-11-04 03:44:22,"Confirmed commercial robbery at gunpoint. S-1 is a m/h wearing a white Champion hoodie,… https://t.co/WDSdrUtAb3",Brooklyn | 138 Irving Ave,fires,0
802,1588366418663428096,2022-11-04 03:03:59,"All hands transmitted, fire in the basement.",Queens | 123-02 23rd Ave,fires,0
803,1588365205431623683,2022-11-04 02:59:10,"Confirmed male shot, aided is unconscious.",Brooklyn | 1640 Ocean Pkwy,crime,3
804,1588351564447719426,2022-11-04 02:04:57,"Confirmed male shot in the leg, aided not likely.",Bronx | 1000 Anderson Ave,crime,3
805,1588341430828810240,2022-11-04 01:24:41,Confirmed attempted gunpoint robbery. Suspects fled e/b on 20th Ave in a gold four-door Mercedes-Benz sedan.,Queens | 31st St and 20th Ave,fires,0
806,1588280935703011328,2022-11-03 21:24:18,"Confirmed shots fired. Suspect is a m/b wearing a gray Nike sweatsuit, fled on a red and black scooter.",Manhattan | 201 E 104th St,crime,3
807,1588273632693952514,2022-11-03 20:55:17,"All hands transmitted, fire in a multiple dwelling.",Manhattan | 10 Hillside Ave,fires,0
808,1588236714660724736,2022-11-03 18:28:35,"All hands transmitted, fire in a multiple dwelling.",Manhattan | 95 Old Broadway,fires,0
809,1588226636121505792,2022-11-03 17:48:32,Confirmed shots fired. Suspect fled in a white Jeep Grand Cherokee w/ dark tinted windows.,Queens | Beach 26th St and Seagirt Ave,crime,3
810,1588225800175816704,2022-11-03 17:45:13,"All hands transmitted, fire in a multiple dwelling.",Bronx | 415 E 187th St,fires,0
811,1588200094171537409,2022-11-03 16:03:04,"Confirmed male shot, aided transported in traumatic arrest.",Bronx | E Gun Hill Rd and Hull Ave,crime,3
812,1588162106104418304,2022-11-03 13:32:07,"All hands transmitted, fire in a multiple dwelling.",Brooklyn | 50 Stuyvesant Ave,fires,0
813,1588147027396935680,2022-11-03 12:32:12,"Confirmed assault. Suspect is a m/b wearing a yellow hat, burgundy sweater, black pants, fled on a Citi Bike.",Manhattan | Pier 45,crime,3
814,1588024421264068609,2022-11-03 04:25:00,Confirmed gunpoint robbery. S-1 is a m/b wearing a red sweater. S-2 is a m/b wearing a blac… https://t.co/4Zlr00MQAb,Bronx | 571 Halleck St,fires,0
815,1588022445612621826,2022-11-03 04:17:09,"All hands transmitted, fire in apt 3A.",Manhattan | 98 Riverside Dr,fires,0
816,1588006379230470146,2022-11-03 03:13:19,Confirmed shots fired at the location.,Queens | 18-11 College Point Blvd,crime,3
817,1588006164331126784,2022-11-03 03:12:27,"Pedestrian struck, aided is DOA. Highway CIS requested for the confirmed job.",Bronx | Bronx River Pkwy s/b near exit 8,accident,2
818,1587987502421479425,2022-11-03 01:58:18,"Confirmed attempted robbery at gunpoint. Suspect is a m/h wearing a blue mask, black hoodie… https://t.co/Oda9FQNMLV",Queens | 34-35 76th St,fires,0
819,1587976837593956354,2022-11-03 01:15:55,"Confirmed commercial robbery at gunpoint. Two male suspects, 20-25 y/o, wearing black ski… https://t.co/iq1AwX7XVJ",Brooklyn | 194 Logan St,robbery,1
820,1587958949260808198,2022-11-03 00:04:51,"All hands transmitted, fire in apt 4C.",Manhattan | 1470 Amsterdam Ave,fires,0
821,1587955977017499649,2022-11-02 23:53:02,"Confirmed commercial robbery at gunpoint. Suspect is a bald m/b wearing a white mask, b… https://t.co/PWYeLyLg8G",Brooklyn | 3003 Emmons Ave,fires,0
822,1587906641130823688,2022-11-02 20:36:59,Confirmed suspect search w/ a firearm. Suspect is a m/w in his 50s w/ blue eyes and a lo… https://t.co/6AWjWLZEQ9,Queens | 416 Woodward Ave,robbery,1
823,1587903766455517197,2022-11-02 20:25:34,"Confirmed jumper down, body recovery in progress.",Staten Island | Verrazzano-Narrows Bridge,accident,2
824,1587902335753265154,2022-11-02 20:19:53,"All hands transmitted, fire in a multiple dwelling.",Manhattan | 658 10th Ave,fires,0
825,1587895217910599680,2022-11-02 19:51:36,Confirmed male shot in the leg. Suspect in custody.,Bronx | 729 Westchester Ave,crime,3
826,1587864222473621506,2022-11-02 17:48:26,"All hands transmitted, fire in the basement.",Brooklyn | 352 Bristol St,fires,0
827,1587845008874430467,2022-11-02 16:32:05,"Confirmed robbery w/ force, chain snatched. Two male suspects possibl… https://t.co/2Ph40a6ruF",Manhattan | Washington St and Christopher St,robbery,1
828,1587824648087109634,2022-11-02 15:11:11,Confirmed robbery and slashing in transit at Fulton St station. Suspect is a m/b… https://t.co/zBwmjMbGnF,Manhattan | Broadway and John St,fires,0
829,1587815326015791104,2022-11-02 14:34:08,"Confirmed person struck by the train at 86th St station, aided is DOA.",Manhattan | W 86th St and Broadway,accident,2
830,1587776572123119617,2022-11-02 12:00:08,"Confirmed person struck by the train at Bay Ridge Ave station, aided is DOA.",Brooklyn | Bay Ridge Ave and 4th Ave,accident,2
831,1587652872560381952,2022-11-02 03:48:36,"All hands transmitted, fire in a multiple dwelling.",Queens | 83-13 Broadway,fires,0
832,1587626492695035906,2022-11-02 02:03:47,"Confirmed male shot in the leg. Suspect is a m/b, fled s/b on Watkins St on a motorcycle.",Brooklyn | 653 Watkins St,crime,3
833,1587619204827586561,2022-11-02 01:34:49,Pedestrian struck w/ serious injuries. Highway CIS requested for the confirmed job.,Brooklyn | 7th Ave and 15th St,accident,2
834,1587616927198851072,2022-11-02 01:25:46,"Confirmed male shot in the leg, aided not likely.",Brooklyn | 711 Ocean Ave,crime,3
835,1587616545634746370,2022-11-02 01:24:15,"Confirmed shots fired. Suspect is a m/b, 5’4” tall, wearing a black hoodie, fled w/b on… https://t.co/gz8CnN0Ild",Manhattan | 216 W 64th St,crime,3
836,1587605806937161729,2022-11-02 00:41:35,"All hands transmitted, fire in a private dwelling.",Queens | 115-36 Inwood St,fires,0
837,1587596709735137280,2022-11-02 00:05:26,"Confirmed male shot, aided not likely.",Manhattan | 214 W 114th St,crime,3
838,1587541980929835009,2022-11-01 20:27:58,"All hands transmitted, fire on the 1st floor.",Brooklyn | 398 Pacific St,fires,0
839,1587539054479941634,2022-11-01 20:16:20,"Confirmed police-involved shooting, one suspect shot.",Brooklyn | 202 New Lots Ave,crime,3
840,1587532280427433985,2022-11-01 19:49:25,"Confirmed assault w/ a knife, aided not likely. Suspect is a m/b wearing a red hat, red… https://t.co/RvEZQGWHEc",Queens | 289 Beach 14th St,crime,3
841,1587520494672220161,2022-11-01 19:02:35,"All hands transmitted, fire on the 1st floor rear.",Bronx | 1015 Longfellow Ave,fires,0
842,1587476068419702785,2022-11-01 16:06:03,"Confirmed jumper down, aided is likely.",Manhattan | 131 E 69th St,accident,2
